password,score,label
rF<2H&<RXk~pS`$P,84,strong
-[NO~z;5MyKt&|,79,strong
%WGjO#UU\8lVdT=(y;,89,strong
NK}3Pq5D@<`DM%JBif,89,strong
eHByTC^*W:wOYAr[,76,strong
"pZh,2E{cy)\RuB",79,strong
:YMX_XG|&+aO,66,medium
@lyX:[9ke|6w?o@?t,86,strong
%^6J2E]R7GZg%%D=Z#@h,94,strong
(~EI.oz}6O*&{,76,strong
L_(N~9TiWcV'=3{w6,86,strong
Au9$s/\r:RXm,74,strong
5`{VW]L&kA+)`Qp,82,strong
q:@'iG'e!(S?`,68,medium
"We9,@so,^:74",74,strong
1+4@PE17m8*6jN)Y,84,strong
MdO'%G)i$'i8',76,strong
PA-a2'H$@B{d+,76,strong
i#=I$JWk$fyaah,71,strong
H^%yrvg{i`xrA=|sE'z,84,strong
({s9@(*Y*fcj[S(i,84,strong
-Wg0z-LkBlr>,74,strong
N'Q`mviJZ#[}+'9y@,86,strong
k>Ng[M]aOgD3t{rp,84,strong
@(O(_Sq=de7nO_,79,strong
(3eGQkp*:b@))(.cA,86,strong
1;IfY}TUM0TjpG,79,strong
n~40;}eBX=@F,74,strong
.B<PH%9|7[dv,74,strong
$%cQjVX55-Kz9,76,strong
[-ls([}gBW8;<4IbvW*,92,strong
@#)u2U5pTLWH34+P#,86,strong
#MF^-_bB9'~:,74,strong
MpWv29d}#HH?mFF[3L,89,strong
"J5,a={*Zo7gC$v",79,strong
wfdk*Tctda;lfSzndXc},86,strong
m}:kc^OeVc.{H,68,medium
ei/Jqm%B-L9RCK)(gGx),94,strong
T'SZt:gq9]8sVv]~r,86,strong
h+9gP4A+Wl$w|p?,82,strong
&Wa2_O<edux])Rs&2VRb,94,strong
=lFx`h0ajq|YH6d2U/l,92,strong
Ho8`~Wk@PnAvBbG*,84,strong
|:%g>o{.0KGv`~`k,84,strong
lf\j+btC<'M/7,76,strong
77xf|O;UYc#qMk,79,strong
[1ssnq0g51*ozWSj/9U,92,strong
L|^''9?KLt}Y4{N:=,86,strong
=GxsnBB/dU+K,66,medium
"Gzw0d3jlxW~Kf8z,ce",89,strong
C*>^u~?@y$-|F)']j,78,strong
G?j='U`ncJE&!,68,medium
#B*Gv5Eny}^iJTB{z9,89,strong
BBPnn6N<q><0;X,79,strong
4$6FgK2MQxmW=,76,strong
"eu,\ROb-k)pZ_j+",74,strong
s/%v!7ss_^76d,68,medium
HxOE1j=B>kOl^qlM*U},92,strong
@oflf?iCrd\N5TkOe),89,strong
TMVZX0rtjZPb,66,medium
"t]SkaRk,cOd+jC4m",84,strong
x$bKS>kq[z%Ocw,71,strong
"mhAoBMz,R>PA:k)f",76,strong
"9,2=7T6#CZa*sw1$:",86,strong
"8)-h'/2'b4%Vas(W,S",89,strong
)'K=EArl`Pw4v,76,strong
=8%S$B@3F!xV|,76,strong
WbU.bsqLS?y&l,68,medium
hE'JWUZ}Dc(H&O,71,strong
saP'u#AppjC#+TBx_C,81,strong
(yGQ8Z*rEv.m,74,strong
c<wH=L=1p:V;[Q'u,84,strong
UyH]XPqooTcu5ehLom,69,medium
*_tuHHR\)1@`AoYPm,86,strong
ODc[YeBpkX4bJ:,79,strong
"}[Bu>qh/dpHM),h",74,strong
H4c4dT5aGclTVg\,82,strong
y(*eDBdP+bI7-qVw%i,89,strong
"hU\o,QZ<Y.;)",66,medium
@}5RQTk0~!pS(r$.o,86,strong
Kw@-Xs8g*3\Y/\^C,84,strong
{bzH~woty+2XR`SCHWvw,94,strong
"Z,'*68sAr-3A",74,strong
B:A#/PSe|PII_B,71,strong
"\uD8`|,Zg'EMEcr",82,strong
?}T58|I!!ol4,74,strong
10wm<Csbe$!d,74,strong
=.;{[;%D:Z59#;oT,84,strong
{p>R`S8JRB~OyWl`,84,strong
cAUY)nzjdt#vH&Z&0a.,92,strong
"[^vvQ:y|N,R`Gf,[iZy",84,strong
73pO57+-<zK%,74,strong
:CN*q?qh+l9OX,76,strong
uxnTO*!JrJD&p{=uPQh,84,strong
"?Muf08X,I766C~L",82,strong
f$J.FAU1D]pt,74,strong
4;jDxqW<nU[~^o1.>|x<,94,strong
:JSacv~70`U]DxN,82,strong
VZ+)?a#|LAx)Xf,71,strong
-KZYG>~q5OKOV,76,strong
{l4/&(qr1h4*oji@,76,strong
YkiyT\VX;7Ou~g,79,strong
B:L1y$OAz}\]_,76,strong
8POqnkl\!4CQhN5P=[h,92,strong
H&%t(yto4E08P{RzmL,89,strong
X%+*Ls{yLJWoO,68,medium
U;I\Sfm\Rq}J,66,medium
-c#[e[=/05CP,74,strong
*THJ[9%s.#\_,74,strong
)lWuU%Yn5)RQ<0rmU,86,strong
"F$JS+R{4,;nG,El7A6",89,strong
eba_gR4ah$})Q,76,strong
>X(_'X-]Sibe%6!t&,86,strong
^PHSf\naR[OZ,66,medium
Q!4uq+{dLY'Vexh}S;,89,strong
Dxc<Z1ixwK1-s[ph,84,strong
"g.|;80,NN>XTd|CQ#",86,strong
"-L),AyYw$i^1",74,strong
cNbND=YLj9Tp,74,strong
A5'Kp=>Pwdw9,74,strong
7np4|Nn[ISJDd:W,82,strong
W(K1>0tYn2C@sY25412,92,strong
B%((p2bG\erk{SsA,84,strong
iw2]U!k1'vS-Z=D/n7],92,strong
"%:,r.GkrdLlki",68,medium
s++3qYp[%E6u,74,strong
i!gm?KrD}ekbRgz,74,strong
N~Q#/JVP+}D>t,68,medium
W_]Z\>F?tXn#c{~b,76,strong
[Kf+#0bi0WbN;(F$x`$F,94,strong
rn*IJ#>|CO'VBU,71,strong
jue4c#8rljM^#C,79,strong
;0J/0ig3i\a+,74,strong
Z%u_'TD?.CP?=\-3h),89,strong
tz?)u3U`:hI^Ovi/2,86,strong
BQ0^Pw>I+ioD)lU=x',89,strong
]JGy]#t+b13CX]u{Mj-J,94,strong
J8%:lqK!xFLWS,76,strong
mV&%nIGop1;Tgp/6I/D,92,strong
ZrXj9mQrvS1e54X_um+Z,94,strong
@i3V61&KqZ:#0~u],84,strong
w/_%R(J3w[GX@-,79,strong
"6.DAvQx*+p0PX,4mys3",92,strong
)I:FixAdejT26`nk,84,strong
_t#}UFB5?HY-=!,79,strong
=?#wG~[bd1pKP;,79,strong
P%cip5&J)Xp[6RsP5t~,92,strong
keZ}~cntzNl?lKuGl,78,strong
P<5x8ne(;#&^*m},82,strong
~xag`CL?F4`Q,74,strong
Nr3X)k[}reL>,74,strong
B^MEyt*oS9`$,74,strong
LnQ_]lW@At\;Uh8\M#,89,strong
NNt}0GuPNvq{kE.,82,strong
/J$4W]E0Z61\0,68,medium
"T`LBbZ`sgs+e>Q3{U7R,",94,strong
F^dNhLK35_fo(+O$X,86,strong
}SNAx.VNwl^#?vqR,76,strong
9u77g8?r):JCa(o~,84,strong
D_h'Hi[oTd'*?&6_,84,strong
6.RCw9R&@~K0,74,strong
.@}Dp:F`0b^ed[Uy@,86,strong
F^nz~=uE/dEg_6W_,84,strong
jm\7>xYVNv9gj',79,strong
#wc%~B:or#sowc8)zp,89,strong
zIe{^Sy0:ts)d,76,strong
"8qtbMM{8{&%(,_VS+I7!",94,strong
Zfu3topfc[-_NgRMQTI,92,strong
crv?o\r=CrUHbC4E)9Q,92,strong
xS)~N$<d}fq-S&H,74,strong
Y)lu-[>F]Gd3py7,82,strong
_b@1djDO!b=WI,76,strong
Hr%FH)%'/;b<],68,medium
4RL\JfW*7$gL9!M{*y,89,strong
s]6W(\?C0IL+tC[j.,86,strong
`IajQ:;;g2e|RQ)W:f,89,strong
"IwU,;JW^Zk_)<",68,medium
tHkkKGJ$PG4RT=2W<,86,strong
`~0\*(]o;PVne]K,82,strong
#sa?@0-%t&_}sn}Y,84,strong
uu$O'w$5<$R-!0yAoaMV,94,strong
9-V2o]=-;m&iHJn:|z,89,strong
h2M/<^wrHCr|7[\,82,strong
>uPAE>P%}sC3]$5:&3fT,94,strong
",<T+gn_S\8vxA!kwZTv",92,strong
LE9-koBIDx8XXQ,79,strong
"IyJ4,]#}gBPyh(v|Ff8",92,strong
$0.622V=4.3amiP,82,strong
mpc<)m:9fz1D,74,strong
".Mew%{:1ZB_,@@<RfWP",92,strong
w.`#D2Wke{UC9,76,strong
"d?,axvH!56u;B<rOsG7",92,strong
"1uJFN^X1;r,=n5",79,strong
"l@~_:X_l,v_jJuD",74,strong
hW/N^'#I(EvN,66,medium
UPpBG|~\UU#[io15Bp,89,strong
DYCDpf^{BVV-h=Nn4,86,strong
^jz}i[!}iE!Dk9v,82,strong
zJ8m~bH=SqL0/,76,strong
QN5v{Mj<S=B5G+dxEl*f,94,strong
6N.u5ZIK~tiy2*eN~,86,strong
Axw0\'FV7`mM}WHV,84,strong
*ww`]0#rl5NW43C,82,strong
^M#_pk+-Mg(+Y{d6B,86,strong
*-1+++SYdr.5r,66,medium
|gM4EW(-lthaEu|%R6z,92,strong
PEWV~^[8tQlzcf<YnWMh,94,strong
m/M^}gN'pX&e8>Se,84,strong
"n:8j<wA2IF`7:l,c",84,strong
oTz_8d?^.lPLkBV4RI#P,94,strong
wp>F^2wg_tfHEgKy<Ps,92,strong
zY{:tJ31pcIQ66a,82,strong
*O36.Bu/hS8*K6fE?yd,92,strong
",4{@>eO.#m@ntN239",86,strong
.F]<!^|z@uDvLvR\[l,81,strong
gnX$\/~0bQ8>g,76,strong
R4M_&kSiB={^H\Yv_Sl,92,strong
dorBHN~?2!);,74,strong
"@fR,Hb0DUkHLP7",79,strong
1g4j=-.mm$o4RcF3tgH,92,strong
5p%C=s~PRTnHk'gJu>k,92,strong
zG:zc>d.AP=;SE[,74,strong
(wmEIjVhLal%*EdTx,78,strong
)tdsN0U-[G5(),76,strong
"0VE}1:,G?bFK{R",79,strong
%Yk-IWwi?|{4,74,strong
Kl9\^$+7@bANC,76,strong
um]:baO)SaKhLGzy\PFK,86,strong
^3K&gph-M%P/Hg0%m,86,strong
dr(8+6L|U)8MO!891%,89,strong
UN|m8pT~[MHk]M$Qfu,89,strong
CY}i.iG'iYD@b2>%,84,strong
O/`b]-v7!FUF*R6h,84,strong
aLHLXp4cAUU%22Unp,86,strong
g8SboA(Tm2Nm,74,strong
Q8jKP4a{'a'sx$T,82,strong
t'2\f+wYde05Q,76,strong
q:lW<Rc!'v8L,74,strong
Mj^d3c>^<WET)11N6DK,92,strong
/RAxp1oO:-d`AE,79,strong
rnc?\=}Jd|P<`Y[o,76,strong
".&6:K?zBs&M9>KO=;,7t",94,strong
"?6Cpd:)i+6t,9OSlT>I",92,strong
)[)4qTNv{bQc,74,strong
u0q:3=3o(@bZCPK5b02,92,strong
$n)Qx-%vAK$ZN%p`6,86,strong
XR={Uzx{#s*A/+=N,76,strong
wNDki{)r72b`x,76,strong
}juu$IqzU0fx%wc1~T,89,strong
MbmO8zSJ2yzJH#F{jZz,92,strong
CwD?EU+PLznVn',71,strong
e>ErwkM:{fc~m,68,medium
#N-L]Vgvi##fe$-{P,78,strong
xltQqHXFVR6<1.ok<xfk,94,strong
Qi&M[ZizQi!TZq,71,strong
|JcF/k2C>!43}v,79,strong
EaiE6Z{'O@3i`^fO,84,strong
p;(;_)-5+Qp1?DW$|N1Y,94,strong
[t'pn.luu5?{U({m#>Gi,94,strong
2zS0q.|\?Y6Cd,76,strong
lKmxY&]vF:P~J)_,74,strong
"nlwxi8oO5HA,",74,strong
|h${MX'YZkTe^*4Y,84,strong
gt0-`AbfzO{5]D#A,84,strong
"4)v5,dJbDHyVt",76,strong
"UbPv:ZV,#&4n[^m[u36",92,strong
x!lDV\nOu6JKnx[=,84,strong
"19`{I^8,`qW?;",76,strong
G'm;6Y(f'?VnDx@Vg,86,strong
19@4!!e(<APA]},79,strong
yq-d:')1~4X0~xw,82,strong
wiflUxfYKVuGux/ZYJw,84,strong
D7M?%*N1w>5',74,strong
C`FPlHHpX?{?aiWiQ8,89,strong
M-5XANwpI{*'yX-q1,86,strong
<Y%}-Ftp|$Mz{+$zx9,89,strong
#u*F?>bjufygKpr,74,strong
VUd_DXgH>>9|,74,strong
O/&n{Ah!OJE_`-!Ih1k,92,strong
"U<9yk[Ys,#O_L",76,strong
~FavZ#hWCR5iY,76,strong
-OSF^pkuC@]RP;~j,76,strong
8GoQSo<h@Nt6^,76,strong
`FQR#]lot1~0\#,79,strong
Rc8_q/E1z/q\:`6-::^{,94,strong
cTQ!aR2zqi5JUA>j~t~,92,strong
";w1',t.<<`g\'cpW",84,strong
}~19je=O[g'8?e.L;,86,strong
an:<{g4HFF[g-]mp,84,strong
rJ#-nX_G$7vL,74,strong
tLj$=V'qXNgp,66,medium
cAd4i%phRXx/x#0nz,86,strong
6^s!ab[F=xRRl)+,82,strong
b`H|{@K*Aj%x0,76,strong
twjVnkrZ^J95P[EDP(^~,94,strong
"Y-(+h23w;aI;beaLz,0",92,strong
EJ6ruLhP79U]Og],82,strong
W[xG3XG`LzB`,74,strong
_Xz<H3.R.n}3ns^)Z,86,strong
{P=K4=D/ajh8~?,79,strong
-$%-dQGw>#'OTMu`GL,81,strong
"X,/Yn>bOF5GolBWkImcG",94,strong
L>2{%{gTyY+%5kOSR/,89,strong
;aPhi|Hqs2\o]Q*Tf>,89,strong
nxM'2WVdQ)_kg1_\}N8,92,strong
4~1fel\(1PuT,74,strong
M_u8/=A3wRJ;_2\*Is(,92,strong
EOr@wHd{ec>O5q,79,strong
|N\3iimj[!\V]'U%\=,89,strong
$u'J1~`J6Gj`yH)4?/^,92,strong
o2qF-I^iJwe<M@9w4,86,strong
UrB[4_6<iv.wX,76,strong
nO^'NEh8I:PuMf%,82,strong
tY/B6QV=?Y[<z,76,strong
"8zS,~M(P+(x{'5^N5",86,strong
lh(-XR!<)q{OoBJNCU},84,strong
"gRPE){5w;20/G<nET]z,",94,strong
nqXJ7XnZkn>z$f,79,strong
#rX<vr+NgYi.RS+SV,78,strong
"h>g`),V|>CB`_l,0^",86,strong
jZfMDkcl$dGJg)D8peI,92,strong
_j%+C7$2*u1@q/L(zDz3,94,strong
Cv9R!DKM%J1JTWX|,84,strong
b>cOK&eGZ-D_nJ:,74,strong
UD$!g|U<lB8O,74,strong
"F,H<6,D_qcu@(\!\",84,strong
]Z5:zy%wE-5Y3PS?Fc+,92,strong
"IrdXZH71YU52xT,>d1'Z",94,strong
*{>@Mlo{C-Hcu)T:gEs,84,strong
:+ShCrKxnUZnK,68,medium
0=Kb?#F;!AR+#t0n,84,strong
/hpI);:+$pW:]+,71,strong
q7Ut~5'E=B.+2a6f9q#,92,strong
*2$/=y5d?bzs,66,medium
0wB]OpBEVlc>,74,strong
"(ojPkJf2L)A!'I,",82,strong
6i+J2Z2SqRNLus'}Fr,89,strong
J.ZJ0AkwID)F,74,strong
Z@H?r2`en6[`,74,strong
"j/r{6/6Up)#,24",79,strong
HNds4-OC/m*qA|v2&@,89,strong
^CXet]u3[3zs,74,strong
a(8VUPL)<B!Q,74,strong
"(gs##g!D,?v1C(ffce",89,strong
x#[o({}6WGds/E,79,strong
;GhMDLF|G[PMK>GyE&,81,strong
"_$.Zy6,N#l+&dT=G",84,strong
'{-S>w[gi8KbfKTs,84,strong
>u^R]#-fL<f:O|4FBJQb,94,strong
T.Pk;or*]1#F3,76,strong
Jb1|slwskr)P,74,strong
"=Ij/Rc~*L&?VDU^>/x@,",86,strong
"OTLNSTrJub,}P/A",74,strong
Y.pNoNShK9R(ZycPv,86,strong
]Y+-xW1\gmLb%J<m4TL,92,strong
"P9;[NC7<e$pk9C#,K",86,strong
~%\F['Qpz<HS)%qGW!&,84,strong
Bbe!w)]]BV^-6+,79,strong
"l;H%[0wBI,|N3ib/_8J",92,strong
"%QA=Dp,6s>|K??r9@",86,strong
B'Ms2zG{t?zP96`#(6w0,94,strong
-n}%wL.6;3YK>F,79,strong
MOI~t[A!6~xW,74,strong
t>@D<7^)?/aca2-E!`2@,94,strong
v\|>3e;Zq}:p,74,strong
~IG`7T%ZA|F2DppiU/7,92,strong
nCx-2bDVxIKO.6W-,84,strong
lR.*%&mU@7?'kv&gkm,89,strong
r\dsYQ&&*unG,66,medium
&!H.s(5<aQ/+Z(irGp,89,strong
Diuv+OgR=7&[,74,strong
nb);|pXWg4=ihTPl{hO,92,strong
"F,/j>T7<VqQC}LY",82,strong
d>1UZtq52B}5NF,79,strong
XtPOt7+;x\P*RfwDg,86,strong
(5'&|jv+0eZO57qg\D,89,strong
G^y#<5=:=h0LHHnEnM!,92,strong
"oZwc=%L,S#9x",74,strong
C=Oa.F2G;[~WT,76,strong
;Ux&2A5R.`5\gD,79,strong
#'^{Oi^Wu[pw,66,medium
E)WeDL?8/_uq?DT1S5o,92,strong
Hn|R**yR05zo!M@-,84,strong
"_Ek(,(zt1#0J_U*5",84,strong
wi.x9DVuYunZrj4Y,84,strong
<1T9`P^<vmsZ_^U~,84,strong
4K@3[(fc84M5t?]X,84,strong
vU>Zr.?Q3[R3v!S=d,86,strong
0E=7F'bj-+#]2c,79,strong
h2C:hZHLLn#|?rI4M6k,92,strong
$lzS}>.-d@A5tN0=3[,89,strong
DwdCN(l.C.$|qDGJnjp,84,strong
"NYI!w&cYvuB>(,Z",74,strong
IYU+>=aWDP@l9,76,strong
4uSt~+3]6iB:?:K306,89,strong
YkUI$G%wSlGS,66,medium
o:@1=6#+lu&k]6uT<_CI,94,strong
r}Eys1}WS!U79=',82,strong
"}}Sw[q,t>@SfsI",71,strong
OG~H!0x(HD(;u=G,82,strong
js9]$?7}f-MfjQ<e,84,strong
QcV*t4QLeyb6y3gi,84,strong
7F'FkgT;q]*`k,76,strong
+|h7My~d~@'-9sNHeJ$,92,strong
_'}*^8M^2HVnAM,79,strong
F#7UJI973\CAps,79,strong
"2[;x,P3Df<^+F(=M[",86,strong
p{a-dzK&?+~+Y/j9\,86,strong
VapYw|9dU/+/,74,strong
|?L'q\wwth3<-PJRrXHU,94,strong
z6sY@3~?(S*-%}&[G5Ko,94,strong
<e`Xve~]MCI:YPv,74,strong
"vA=;JzT]S*,Jc",68,medium
If8cB8h>A0&t#KeS!2.,92,strong
am-yuJH-G:5Q,74,strong
sqAQ3y-?Et@%cEL},84,strong
"#xn;rtcz,OnrR]",71,strong
R(&)jebpWu&c_1F68,86,strong
tsoY]\NW=dU<z,68,medium
Rywxg\.?N$bV,66,medium
7n#aSMsRghLKW^HmgK,89,strong
e%ftD}S%cl~~*yux1d,89,strong
=l0_4sY?_?M<KVog-I,89,strong
Dra8sh6+Mhx\+t,79,strong
]8{Hg_YBaAkd@Q,79,strong
pG1LA!W<KfXHN0n&,84,strong
{V5qb!_;`dLSpZ{,82,strong
R_\]4s5wup?a7,76,strong
Xd.>aiTkes4-PY;:+-db,94,strong
q>JL(Q1>[ap86?#r,84,strong
.D*up%Yv}|Q/M_BS,76,strong
DW81_qD#/b9^l,76,strong
LBnS<N$sd/~QHQR9,84,strong
qYog5ejrRAVF,66,medium
"Tna,Q'UMZa>vD",68,medium
'o*?8Hd_1/Dvg?rLlK,89,strong
nI~e3Kv[J-RZrJ8ri,86,strong
vN(099NGa]Kc|(3f>,86,strong
yU@`9[@ukD^+H\$I3hz,92,strong
"1R-9ue8Ypw2,3",76,strong
{33^cVF~])<&T%lTU/~,92,strong
)pRs)WnNz0Z`^i,79,strong
5^bu4G;1sR'KM}Yo$q,89,strong
+C%'kL+ywh'C,66,medium
"Ow9T),m-U`Z0",74,strong
=Ln=OLqZ\naJI-XLw,78,strong
3f/tj;$P9NzH%f,79,strong
$+'\5vw>X`d*xS|J>,86,strong
VH3+FHQj@(O?6m,79,strong
HeM<[MZ\;qSU-&,71,strong
AzTP4*saH%3oToG,82,strong
[(b7u$lWE&bZqzs9I^I,92,strong
{rd>`Eg[{98{o,76,strong
hh4H#OsdUP)w,74,strong
/U=[>(%:RUmY,66,medium
'%gSMO.2i{ylXro,82,strong
Oor.M_K]HI;B=~:1S,86,strong
"5j(h~!d7,r!SeQiq",84,strong
/~{ny-3IC|f)R!f|/,86,strong
p*|BtY`pSyj`,66,medium
xx?gt{z3lcjj~|c4/(,81,strong
!^g=G@EJAZH[,66,medium
"*c\,{8'r'e&`M",76,strong
1~-Aoqsb3/*O,74,strong
)`64GEPagsE6Cf@,82,strong
AZlJo>96FLLx:D/`y3,89,strong
"v;SV{6e7AY,b5IR#`fk}",94,strong
"DxN]um.A]e6(,",76,strong
awvoqE^J;6)H+5(*,84,strong
~j'Z+IBFcpn{K55,82,strong
doj5h:Y-~||Gd'$dy,86,strong
I}(|kY1oSiH5T6)Wb,86,strong
b}iH+_K[Ia$:k,68,medium
avG6)lZ]q3%&,74,strong
M6lf`NJ_QU8r,74,strong
712f5x:Sk>PTp8=,82,strong
!KOj_2di0o>+LL,79,strong
22LyZ/awQ<4x-Wj,82,strong
"<u6H,>`ci#ld=Twv",84,strong
*TEpY-ZuZ)D},66,medium
ykC_y-U6wX60O>$Jp5up,94,strong
)8y$xwfvp(2Gw>xK+D2;,94,strong
0Da=S>Su7zTT^3>,82,strong
C[}w|`F)+j{~u\{,74,strong
mlJN0t3mlKb]V5}6]',89,strong
"C/:y5su<J~LK8c,`6T3",92,strong
Y54D%:vS.SP|aPat,84,strong
q'w%LbGO0Q&WD.+Ov,86,strong
{]q?GeJs%*gZ7>h,82,strong
#63_f~(I6U9!9AnAr8H,92,strong
7DS'g-FQ@hG)<-:g,84,strong
;K1bk[ZW@(^r9s,79,strong
BlPu?2!p@-6HxPt,82,strong
?HK-K]!8^4q:j5gHk,86,strong
#8_0&Xx}<swxYrU,82,strong
HN32!Xfl.IVhROF6R#0K,94,strong
",k)Yof=)-FzNoIYd4:(",92,strong
!8XvbD[g(ATZ,74,strong
wT--zmGlT*c1qvKlu,86,strong
O~jNk>Z}yF4e,74,strong
5&u(II~Kwm)rTJY4,84,strong
EVQZNs5;-UwWPm-=,84,strong
4NNj-GI]l|h$l,76,strong
@F4%5EX@WaPI`n.jQ,86,strong
zestY4kr1mUiHM;{,84,strong
|Jc/165Q[q'Sx,76,strong
^WbECyl.ba+Ydbeb>Ej,84,strong
"&9/_yd:0/n,oj#)8",76,strong
^@~(cqzV[vtB9K)mJ|/,92,strong
j:ZS'PR]fD|Q.@?,74,strong
]%|D1`Jh<nrnIF1\0S,89,strong
6tU%$#K02.)]`#},82,strong
C3<awRC\RjjZ~H,79,strong
'K79D#Az/pl-+h,79,strong
"@)mL(B8{,SyW!+f[BCR",92,strong
"Ftc?D-_+9E;5W,1I?",86,strong
6~x#@li%%W>(T0,79,strong
SE?KZ[@3F-IW.1,71,strong
"cb,mNfPLs%(F`~.{@",78,strong
"Fr~7x1],@TF%RNy+m$5-",94,strong
dqu*xMdC?;&eJ%,71,strong
((9f>bNw0!#g,74,strong
rvj%Yd-.@YG8XwI,82,strong
",M!s:SE*M?C8!KLs<M.-",94,strong
zR[|x\A^})<Q=48oA-W,92,strong
i[6NAd}9e<\C.+,79,strong
n\f2W{Se+<KY,74,strong
j?PJyM`n!Twe'UD\,76,strong
Hesg~rx49x$YC5taqZ`w,94,strong
"}=<<#,Fd,Uax8dNV6-h",92,strong
R{_j0Hu}5P!5\#,79,strong
#^cpt#hTjW-XHn7H:(,89,strong
"$_+cE]CC,7K>Fy_^",84,strong
w5gf9eI=K9=RqT,79,strong
\ECGZF`'o_*a,66,medium
7.2cZUEWTq`(Dv6F(H`x,94,strong
xbQzG0{y?ml2@gw+UK_,92,strong
~^<;Hv:aFe&g{HOu,76,strong
}W)@XK@TtX{;lA=R[1G,92,strong
5KrB99IZw:YOi2t1Jp\,92,strong
`ym:5W842kwAa>y$lM,89,strong
"~vZAaE?d=,:)<z%12oR[",94,strong
7Gn#2o^-}{_wCTE#,84,strong
z[>i.ThU3VdbFol,82,strong
Oy36M^0CD6NF_a,79,strong
>YINcSbL0!#|P~U]H,86,strong
u3+M{DYn~VilOU7,82,strong
|\?PuLQ[wDio~^-vgPe/,86,strong
fwx?n^<#Of$s-,68,medium
D%vM0Oa\7f>F%E$6,84,strong
U5O-vDNV[OW-j9~%,84,strong
gf*Rpo_SRO?Bv_JE})IL,86,strong
%xQ9x@'~p'%S<cU6}KJJ,94,strong
<3NU^ei9=a$V,74,strong
"ud^,xs-5V@L-",74,strong
0{71UzZ&r6z~4DR1;Yi,92,strong
4{l#~\5AH]U\H@,79,strong
5{C[Gs$WB<>:,74,strong
&2@}^z?.(HFfT-2,82,strong
>YjprInQvj1EMg,79,strong
0~Z9_G!cG{U2lMvK_,86,strong
dQVV31B7K^TR+S0,82,strong
"+eXTG9m8QOtNxN_ou,",89,strong
Am#p]9+@gl5D,74,strong
1r_CT.HD]d{(sb7O,84,strong
{M'H9Z{]IjOWE/[ID)zo,94,strong
Nl*{n{p8JIuH\x,79,strong
b}l{.)iL3II!yT,79,strong
8-^ol:IvG?^{/,76,strong
r2IH(h^@ATmM];h,82,strong
/9Z_O_[lm=8e,74,strong
R=o&%&1e805{PQT!]5,89,strong
v*L]Yw(}0GGJC,76,strong
drY<#wmngZD]J0}BrWI,92,strong
LNJPT~')HQO<E#jh[&lo,86,strong
7&w[%IHd!A3K}&ul,84,strong
<N4O$/}qdH`X7lxf,84,strong
BRu$X##k$VNws,68,medium
"swM'2]xOJ:i,$'dc/&",89,strong
zWCT+.r(KbZFQZKhX@h:,86,strong
>vn4p(F=/]y-KT65,84,strong
"P,B-0@Jw)('_oGh",82,strong
E}zAyXgS@<t{,66,medium
<o@uu'1lT~rM,74,strong
zonk`*Q6sbLd|cfH91Od,94,strong
P(ZQ+vK}:!#CP_U5W9*,92,strong
b@<4_xBRxB_a}w,79,strong
%>Qr<yQOldeo3CR4f,86,strong
XdrxB5O`\D9[Oh,79,strong
"_[vKtf~,bgfenBhIc",78,strong
@l2|JV;/9JS6bL9(x9,89,strong
"=&tID_C,]E6AAr",79,strong
:Q8c-6OWkk%wFbu,82,strong
t%bDM/I1%0F3q;,79,strong
uR(kLtR|uR\|)j5,82,strong
^X!`_VJ#c@cy4\>,82,strong
@W*b~cOH?^xw[c-n,76,strong
[_x#+kf(*|UUi~^,74,strong
'`A:tssrBFp{z4,79,strong
Sq{8H=2@H6pp+`6*^K,89,strong
zi>oh8t6<4OV/d,79,strong
"XpX#MhI'bW|X,V[xNvb",84,strong
Xqv4ohi;nTE`BmjaZcP,92,strong
mxsEwNOOp:/N}[9L7\r,92,strong
<7gms%3l~^.-<B0Z'6[,92,strong
"t,TZfCU'WdM$wR",71,strong
h7L}6!<;_w}*gX)-,84,strong
E*vU1y_g~tPb~!,79,strong
~mTXA(zjnl5'g5s1~t$A,94,strong
Sua_DRq5Die=U#I{,84,strong
xhtu2\i@`WGo~*A0,84,strong
"r6rGE[.}Ygp}6,6J}}2",92,strong
w<Em~SuSA!8O(a&,82,strong
@Jd?3zo#|zxuRem0ZZ5S,94,strong
<Jf5LSP#<EIlmz!;,84,strong
a70;u-z5]c+@CV9,82,strong
zg;Dt/BJC7-(<,76,strong
uS?`Ht_qf)|lwrSS,76,strong
`I9PmuI2_%NuR,76,strong
h!aR\?^MOC3q.hqF%^,89,strong
4Q^A/i>+q|tR]Fs,82,strong
\kkn#kbDa|fG,66,medium
"=X##<,~p(24?_/Z(lY)V",94,strong
0a>I`'*_wD4$aYf;,84,strong
A3EHZL_!gV)TSL&8,84,strong
8M$67fiJs&gGxL[`ZX,89,strong
EOe;j]+@=*7z_l+w,84,strong
iFFI67&D[[WY,74,strong
xnSCUbK@=MmkH[I+,76,strong
_A</c}?[an#$gKF)2!4r,94,strong
.8UYt=S@Fhx=>#9%.Xf,92,strong
QQV6ANb6LBg>vORMS~I,92,strong
4kMm%J|#~$F${#B,82,strong
^r^sZ]8Fz_8}l=L'PR,89,strong
",@n:TTp,!?m[I",68,medium
vx\rq;oEG6'PmL5+9m,89,strong
",<m;WQV$1fgE#`RqqK/~",94,strong
